date,phase,sst_raw_mean,sst_raw_std,sst_large_scale_mean,sst_large_scale_std,sst_meso_mean,sst_meso_std,sst_submeso_mean,sst_submeso_std,msla_raw_mean,msla_raw_std,msla_large_scale_mean,msla_large_scale_std,msla_meso_mean,msla_meso_std,msla_submeso_mean,msla_submeso_std
2024-05-19,pre,31.45415951515911,0.44811819543715203,31.471613676038675,0.09341934103761003,-0.0005503676650236032,0.1604355809187086,-0.0228559283503839,0.29608941301629615,0.09057782491322793,0.11671339564868266,0.09315751089483039,0.012338695101401929,0.00017818350434074175,0.06670861971569408,-0.0022790448005525167,0.03841047937061653
2024-05-20,pre,31.48060674016537,0.44328102503747946,31.48259704487276,0.07556684379208987,0.0071534802899140045,0.14740318241756595,-0.01851742338129788,0.3131723276251579,0.09299141920555341,0.1160667105975629,0.09499250833388619,0.010990658711455652,0.00042762204356316307,0.06631185172358015,-0.0018876431517319571,0.037534757007646725
2024-05-21,pre,31.477224379854675,0.4757037925411099,31.463880548516606,0.10999769379130092,0.0138855679528514,0.16602544021224713,-0.011400843246222588,0.29787878057037154,0.09686775935210182,0.1158110392512286,0.09802226529374607,0.009630380675912424,0.0007961991703651407,0.06604488745439813,-0.0013642984313694487,0.036548495039705524
2024-05-22,pre,31.478761024805813,0.4827210373176804,31.467977974686725,0.13012646654769397,0.012438475106209131,0.1735061770453858,-0.012481427445421191,0.2782891809200876,0.10265661396066333,0.11628397627731236,0.10260683351169247,0.008562426659043353,0.0013276117470166584,0.06604832259247267,-0.0006785074070958855,0.035515364492954386
2024-05-23,pre,31.446840923327485,0.49057647380940905,31.437458723141734,0.13843908113120804,0.011193615751805766,0.18331993561867335,-0.011118226034985369,0.2576571006634877,0.11019091785576553,0.1178002238149753,0.10857092152338547,0.008386379038537435,0.0020237931608019987,0.066361181484199,0.00016889352547824085,0.03463978139791249
2024-05-24,during,31.266579804560262,0.471420474658131,31.24301305016006,0.08836672599406006,0.014234982836621194,0.19572346737000104,-0.003435390383932071,0.24743199069133384,0.11854691477053607,0.12062220922131561,0.11512254504387893,0.009617190374966644,0.0028250489010794052,0.06701570558812438,0.0011157977894425178,0.03413963123569631
2024-05-25,during,30.90145533700827,0.5087415342235728,30.854544425769927,0.14285547908317736,0.022531002250675853,0.19547496636885833,0.010250935236669968,0.19037758687839956,0.12635059776320864,0.12447151110736906,0.12115862815526764,0.011751300084113249,0.003607592631191585,0.06792859185329261,0.002038372464856712,0.03408389219135349
2024-05-26,during,30.697186419443746,0.5629632251844088,30.640129445733315,0.1533457034725225,0.025913918476047126,0.208103024875974,0.02141779497550936,0.200367875336337,0.13208297338989589,0.12829064805824192,0.12548728187098324,0.013754008139525884,0.004219787889856554,0.06880133948522853,0.002790848447730008,0.03434088242249605
2024-05-27,during,30.014566305437235,0.4505913558407299,30.03633062028695,0.10634378276569821,-0.006502991897637761,0.17723419390425196,-0.002093112500017829,0.19018360532986045,0.13457554955649828,0.1307326163302701,0.12721548223348456,0.014832513097474862,0.0045304804227409455,0.0692459755231443,0.0032516099241219976,0.03459647138388919
2024-05-28,post,29.994585442245054,0.5267785789364523,30.00436973338998,0.07352189187491187,-0.0022538782667300985,0.22119864236015804,0.008789997688150876,0.24497423289854858,0.13346546471268803,0.13098253857531258,0.126099583499734,0.014694505506169518,0.004482338046982085,0.06899778451746667,0.003367426969895029,0.03459251430795091
2024-05-29,post,30.063186419443753,0.5065485633993229,30.06983689258352,0.06745887863988687,-0.0005676587204923871,0.2077987276597267,0.005692256611245211,0.26659792632349405,0.12926168530659468,0.12903681952777324,0.12257455471790606,0.013541513601003167,0.004102403940984599,0.06800911658523255,0.003173836806440132,0.034314735512858574
2024-05-30,post,30.130948352543225,0.4955317968694204,30.149547646930372,0.0731488679211087,-0.00505600662281517,0.1888997548969225,-0.0044382903914045565,0.2854112161896038,0.12329409949865021,0.125725750483504,0.11771349015885144,0.01202382565929518,0.0035066445223206418,0.06649384583112136,0.002781420030690182,0.03391972423747017
2024-05-31,post,30.141435354547735,0.47137595403825033,30.158193636009482,0.07142568726445778,-0.004305316976700282,0.17178495655971457,-0.006149129023474401,0.28980023681889483,0.11744109139992288,0.12220616086222767,0.11301541433090433,0.010975117060257942,0.0028763937416940535,0.06482856566134192,0.002346493804224225,0.03360388123134103
2024-06-01,post,30.241032322726134,0.44925957309124054,30.258443985145068,0.07029344681671636,-0.00412078382096628,0.16543086202594995,-0.009049374192021868,0.28325845531879584,0.1135205167759352,0.11922332356787978,0.10992451746026835,0.010875261992644094,0.002392870244320864,0.06329991279728127,0.0020232636171021736,0.03343230661121242
2024-06-02,post,30.22518228514157,0.4810106136514994,30.24398542107874,0.101126899621578,-0.00448337616385669,0.19910985773314271,-0.010953130235238117,0.274497624918881,0.11266471268800618,0.11703623655794765,0.10934926589116,0.011622773184437293,0.0021663519809881015,0.06203422847184848,0.0019100083263797554,0.033306805738567175
2024-06-03,post,30.38113968930093,0.6127753792401914,30.37267441680706,0.21622327565141908,0.00629727013783265,0.21171865865761805,-0.007722236578620264,0.2842854146033512,0.11490788661781719,0.11559849357838971,0.11130207896585542,0.01299041258228352,0.0022131857598024136,0.06101259812966053,0.0020231653720699416,0.03312637648063841
2024-06-04,post,30.381960348283638,0.5737250734485656,30.364954317633906,0.21250911785146942,0.00993698370849304,0.18681471471675154,-0.006067786872659611,0.2574328664798349,0.11926737369841883,0.1146876704224992,0.11498099676651204,0.014815764238775609,0.002456699582831825,0.06007412740901227,0.0022999560138590135,0.032881705655918456
2024-06-05,post,30.360993140816838,0.5445085114943194,30.346312181919565,0.1930241604924065,0.008583981225252866,0.1901004668010563,-0.0066768523778951774,0.2447601530611174,0.1240991129965291,0.11402072082504285,0.11907579839064784,0.016735094831561825,0.0027444655858849293,0.05913565449178821,0.0026041884466001656,0.03265106707138457
2024-06-06,post,30.3039135241794,0.48496004874627346,30.301768130529403,0.16768226633719027,0.0029195959175582677,0.16862494478938184,-0.005028035005347719,0.24203903752784806,0.12771511762437332,0.11301006241248958,0.12223243731294015,0.018266299738748656,0.0029209688787804307,0.05805830573823357,0.002802540077023873,0.03244132647137812
