Cyclone,Date,SST_Anomaly,MSLA_Anomaly
PRAPIROON,2024-07-24,0.00025288102080520434,-0.0029948063548063558
PRAPIROON,2024-07-25,0.00797234605627421,-0.003304782513716807
PRAPIROON,2024-07-26,0.008367317758037965,-0.003626954796873096
MARIA,2024-08-04,-0.02039404490115361,9.095456469001045e-05
MARIA,2024-08-05,-0.020153274292046348,0.00012396661186612513
MARIA,2024-08-06,-0.01831070859085584,0.00015593895618586928
MARIA,2024-08-07,-0.01265283026838932,0.0001836870675343226
MARIA,2024-08-08,-0.00555199196394311,0.00020408555140811582
MARIA,2024-08-09,-0.002116503514367471,0.00022009976683915608
MARIA,2024-08-10,-0.004571710812574343,0.00023936706745564986
MARIA,2024-08-11,-0.016706859115045932,0.0002729403344022832
MARIA,2024-08-12,-0.019456159717014015,0.0003284404662117596
MARIA,2024-08-13,-0.015586359173725074,0.00040205319564139353
MARIA,2024-08-14,-0.010907315949204688,0.00048534315377633266
MARIA,2024-08-15,-0.004934702375149256,0.000567297168143956
SON-TINH,2024-08-09,-0.34629373365590277,-0.0016203698347143915
SON-TINH,2024-08-10,-0.3438157654741493,-0.0016549000912215405
SON-TINH,2024-08-11,-0.3462934419571292,-0.0016958044494609767
SON-TINH,2024-08-12,-0.35263208474027696,-0.001742392935365195
SON-TINH,2024-08-13,-0.35823829418143094,-0.0017936449951547243
SON-TINH,2024-08-14,-0.3655546189368914,-0.0018486712995722547
SON-TINH,2024-08-15,-0.3730817498149734,-0.0019070088958508984
SON-TINH,2024-08-16,-0.3756201121771463,-0.0019699378516759717
SON-TINH,2024-08-17,-0.37373761901275393,-0.002041295676717834
SON-TINH,2024-08-18,-0.37043444078806165,-0.0021248380202661455
SON-TINH,2024-08-19,-0.3670728131860017,-0.0022205787770159984
SON-TINH,2024-08-20,-0.3651528093181906,-0.0023222662010898764
AMPIL,2024-08-11,-0.379078607226919,-0.0012373363492236766
AMPIL,2024-08-12,-0.38268125766766026,-0.0012618256344899105
AMPIL,2024-08-13,-0.3837553828942001,-0.0012902027947756093
AMPIL,2024-08-14,-0.3874672619688925,-0.0013240371999395687
AMPIL,2024-08-15,-0.3900279571553292,-0.0013663942347240693
AMPIL,2024-08-16,-0.39367266794032096,-0.001421633925215813
AMPIL,2024-08-17,-0.3963523456981462,-0.0014952165762182783
AMPIL,2024-08-18,-0.3927509061586756,-0.001590044364372181
AMPIL,2024-08-19,-0.3877456951115654,-0.0017033872945447066
AMPIL,2024-08-20,-0.3837796561862779,-0.0018246789707691779
AMPIL,2024-08-21,-0.38330924669637406,-0.0019369121900318054
AMPIL,2024-08-22,-0.38436276540730163,-0.0020236115669684256
JONGDARI,2024-08-15,-0.15685673152870222,0.0007522375900236217
JONGDARI,2024-08-16,-0.15072523587855605,0.0010702276122737642
JONGDARI,2024-08-17,-0.14723500058195604,0.0012632947451688063
JONGDARI,2024-08-18,-0.1363702352235284,0.0013075371843782335
JONGDARI,2024-08-19,-0.13211191534054506,0.0012009322520756813
JONGDARI,2024-08-20,-0.13674057143454274,0.0009707655505063556
JONGDARI,2024-08-21,-0.1417628348749425,0.0006605725374252517
JONGDARI,2024-08-22,-0.14590815863507517,0.00031889209887773535
JONGDARI,2024-08-23,-0.15459754622743904,-3.95536986682259e-06
JONGDARI,2024-08-24,-0.15239833946524586,-0.0002692560871652415
JONGDARI,2024-08-25,-0.14641522784876596,-0.00046148612037239656
JONGDARI,2024-08-26,-0.14238108370415126,-0.0005864615455402765
SHANSHAN,2024-08-17,0.008630034876215461,-0.0002872228462437532
SHANSHAN,2024-08-18,0.008152651363733958,-0.0003182893181787949
SHANSHAN,2024-08-19,0.005559178282360097,-0.0003468254636423228
SHANSHAN,2024-08-20,0.0017110156244413413,-0.00036617545757402625
SHANSHAN,2024-08-21,0.0009778539442948928,-0.00037305269694790745
SHANSHAN,2024-08-22,0.0020759727243327168,-0.00037135074241950077
SHANSHAN,2024-08-23,0.0036229804711390102,-0.00036498673637145305
SHANSHAN,2024-08-24,0.005171325685531168,-0.0003592032701778523
SHANSHAN,2024-08-25,0.0070261369140616784,-0.00036000679907187107
SHANSHAN,2024-08-26,0.007162219708258251,-0.0003713193590977305
SHANSHAN,2024-08-27,0.0061171641211059955,-0.0003947273437502616
SHANSHAN,2024-08-28,0.0005083314773884065,-0.0004308551013178469
SHANSHAN,2024-08-29,-0.006919098675684808,-0.0004739821282267876
SHANSHAN,2024-08-30,-0.009498755630889748,-0.0005172362610260086
SHANSHAN,2024-08-31,-0.010312174982292817,-0.0005574962533947667
SHANSHAN,2024-09-01,-0.009341797431010272,-0.000589415697571251
SHANSHAN,2024-09-02,-0.007940621661139562,-0.0006061285975748894
SHANSHAN,2024-09-03,-0.00852789265846584,-0.0006058516976629589
SHANSHAN,2024-09-04,-0.010245326324549891,-0.000590149885939479
SHANSHAN,2024-09-05,-0.00887195135029409,-0.0005630108541922432
YAGI,2024-08-30,-0.002631727616300583,-0.004176764758136971
YAGI,2024-08-31,-0.003711401400876438,-0.00413314714721453
YAGI,2024-09-01,-0.00701826143510677,-0.004091459686463825
YAGI,2024-09-02,-0.010405971176134374,-0.004058890246730687
YAGI,2024-09-03,-0.011094265396881364,-0.004033608412038465
YAGI,2024-09-04,-0.009439036325158518,-0.004000152877822077
YAGI,2024-09-05,-0.010164457951088784,-0.003940541522815158
YAGI,2024-09-06,-0.013111178336446198,-0.0038493108398536067
YAGI,2024-09-07,-0.015166228357461474,-0.003740707476013875
YAGI,2024-09-08,-0.016907678826095337,-0.00364567247041368
YAGI,2024-09-09,-0.012634622597290394,-0.0035987311438416955
YAGI,2024-09-10,-0.011222696010316077,-0.003628322494721207
LEEPI,2024-08-31,-0.28415877360037284,-0.0011647440609366916
LEEPI,2024-09-01,-0.28935861099484317,-0.00112114949778917
LEEPI,2024-09-02,-0.2946031362679998,-0.0010915756486709633
LEEPI,2024-09-03,-0.298415586907414,-0.0010823425427158803
LEEPI,2024-09-04,-0.29993683960901163,-0.0010972386009652114
LEEPI,2024-09-05,-0.3015730716419753,-0.0011343149477565182
LEEPI,2024-09-06,-0.30026602424900317,-0.001185517668290234
LEEPI,2024-09-07,-0.3020148378120922,-0.0012402451101284607
LEEPI,2024-09-08,-0.3032098337012826,-0.0012916921612601856
LEEPI,2024-09-09,-0.30214602917709227,-0.0013412465719804924
LEEPI,2024-09-10,-0.30085639540817555,-0.0013964711197797003
LEEPI,2024-09-11,-0.30135191758051494,-0.0014666282692030411
BEBINCA,2024-09-08,-0.03811779498607097,0.0007465727213178544
BEBINCA,2024-09-09,-0.03654931075162691,0.0009648457863275469
BEBINCA,2024-09-10,-0.03561121525467519,0.0011536160698657144
BEBINCA,2024-09-11,-0.034466159253271976,0.0012966628886250564
BEBINCA,2024-09-12,-0.03297161748300784,0.0013865413398412782
BEBINCA,2024-09-13,-0.03223167697530293,0.0014270291949017137
BEBINCA,2024-09-14,-0.03244684566744228,0.0014332971674718223
BEBINCA,2024-09-15,-0.03673390932598488,0.0014290218580650178
BEBINCA,2024-09-16,-0.039385540194792595,0.0014376649466563939
BEBINCA,2024-09-17,-0.03730213726787523,0.0014767991096056254
BEBINCA,2024-09-18,-0.033840637564333954,0.0015541255581153501
BEBINCA,2024-09-19,-0.0323658105643527,0.0016611160003181524
PULASAN,2024-09-14,-0.1671009473041316,-8.156126781892955e-06
PULASAN,2024-09-15,-0.17099169787972499,-6.776837549578946e-05
PULASAN,2024-09-16,-0.17386668570509817,-0.00011004886106534929
PULASAN,2024-09-17,-0.17390840607802543,-0.0001253331633217053
PULASAN,2024-09-18,-0.1733305001475188,-0.00011211144929170403
PULASAN,2024-09-19,-0.17239132445142136,-7.742901994129741e-05
PULASAN,2024-09-20,-0.1777328774156175,-3.230631801448104e-05
PULASAN,2024-09-21,-0.18603115949435706,1.0802330481081138e-05
PULASAN,2024-09-22,-0.1894851526024376,4.0440719419670726e-05
PULASAN,2024-09-23,-0.19192932504487464,5.124561352071908e-05
PULASAN,2024-09-24,-0.19278417320940905,4.422446867153174e-05
PULASAN,2024-09-25,-0.19425105958380656,2.361156566676458e-05
UNNAMED,2024-09-15,-0.027611358392264588,-0.00045028766518800256
UNNAMED,2024-09-16,-0.026430597527983147,-0.00033931821287823784
UNNAMED,2024-09-17,-0.023293657139664168,-0.00022950094028622241
UNNAMED,2024-09-18,-0.02820281064949388,-0.00012546438302579228
UNNAMED,2024-09-19,-0.02907865786203184,-3.54359055553986e-05
UNNAMED,2024-09-20,-0.0317147875225174,3.1288898840262605e-05
UNNAMED,2024-09-21,-0.028329955818707748,6.329704201986904e-05
UNNAMED,2024-09-22,-0.014529176622775286,5.579227744768706e-05
UNNAMED,2024-09-23,-0.021020999463768814,1.5624526801231325e-05
UNNAMED,2024-09-24,-0.0283516773415164,-4.225849305747611e-05
UNNAMED,2024-09-25,-0.030296796997505843,-8.664453319694166e-05
UNNAMED,2024-09-26,-0.03257024277482642,-7.851369404198106e-05
CIMARON,2024-09-21,0.014837215824357559,-0.0005210354522554201
CIMARON,2024-09-22,-0.015104865248789696,-0.00047526555772174357
CIMARON,2024-09-23,-0.024760263516457794,-0.0004344978168973192
CIMARON,2024-09-24,-0.03360158943056465,-0.00038990950276509667
CIMARON,2024-09-25,-0.03393492576581778,-0.0003431806277622268
CIMARON,2024-09-26,-0.03906705889172972,-0.0003015999693570498
CIMARON,2024-09-27,-0.04577400081478088,-0.00026590339392590915
CIMARON,2024-09-28,-0.059901197375690426,-0.00023979523569577177
CIMARON,2024-09-29,-0.061848696087513026,-0.0002207290235810861
CIMARON,2024-09-30,-0.056604291524925264,-0.00020521005023817446
CIMARON,2024-10-01,-0.054091914848477994,-0.00019907000710590555
CIMARON,2024-10-02,-0.05620422069474814,-0.00020447595400489342
JEBI,2024-09-23,-0.1277560994160108,0.0002579426503128661
JEBI,2024-09-24,-0.12847436262650366,0.00022510539318471235
JEBI,2024-09-25,-0.12935054378065933,0.0002020496593675229
JEBI,2024-09-26,-0.12876772354009625,0.00019021515491386804
JEBI,2024-09-27,-0.12884538589892952,0.00018412730141508906
JEBI,2024-09-28,-0.12975825551500625,0.00017514805733482783
JEBI,2024-09-29,-0.1311107655985604,0.00015671741080223062
JEBI,2024-09-30,-0.1310582333888122,0.00012721756493868543
JEBI,2024-10-01,-0.133043834398748,8.853861337951826e-05
JEBI,2024-10-02,-0.13603280430690443,4.767715379318501e-05
JEBI,2024-10-03,-0.1438822492653711,1.4472206501282468e-05
JEBI,2024-10-04,-0.14620337529219365,-1.6321101165075666e-06
KRATHON,2024-09-24,-0.0065700859902670826,0.0010964127306519766
KRATHON,2024-09-25,-0.007745441529267302,0.001169970784891778
KRATHON,2024-09-26,-0.008720656679491118,0.0012045693026743961
KRATHON,2024-09-27,-0.01476055288732702,0.001181010637517804
KRATHON,2024-09-28,-0.013285618748544909,0.0010928136990569284
KRATHON,2024-09-29,-0.018218068767150198,0.0009544107865663914
KRATHON,2024-09-30,-0.01769382948917313,0.0007849660134738455
KRATHON,2024-10-01,-0.016786770264178377,0.0006119575351481456
KRATHON,2024-10-02,-0.019135810881109667,0.0004621926843755043
KRATHON,2024-10-03,-0.023225122723282914,0.0003520852427301647
KRATHON,2024-10-04,-0.023461068514469663,0.00028308485857780614
KRATHON,2024-10-05,-0.024447079299389628,0.0002509958744697384
BARIJAT,2024-10-04,-0.09012734727885048,-3.36898438183981e-05
BARIJAT,2024-10-05,-0.09018352125518436,-3.105442051848863e-05
BARIJAT,2024-10-06,-0.09077984536760109,-2.1607125842772494e-05
BARIJAT,2024-10-07,-0.09049905318673156,-9.02738260562437e-06
BARIJAT,2024-10-08,-0.09052007624607533,2.293665125769001e-06
BARIJAT,2024-10-09,-0.09211273836917992,8.991913432922874e-06
BARIJAT,2024-10-10,-0.09338702713849177,9.908457585121118e-06
BARIJAT,2024-10-11,-0.09435334364910512,6.42371012797373e-06
BARIJAT,2024-10-12,-0.09465243319668054,1.287850882869048e-06
BARIJAT,2024-10-13,-0.0955249281375462,-1.8309707936258347e-06
BARIJAT,2024-10-14,-0.09524076027973659,-2.1169237132639697e-08
BARIJAT,2024-10-15,-0.09556042966651834,7.717531334611563e-06
TRAMI,2024-10-18,-0.02850532009851045,0.00037069344562781477
TRAMI,2024-10-19,-0.02658801549410552,0.000407671709601588
TRAMI,2024-10-20,-0.024616086596224978,0.0004848589332958529
TRAMI,2024-10-21,-0.02416387372495862,0.0006221708534415614
TRAMI,2024-10-22,-0.026682120585035853,0.0008282913541134881
TRAMI,2024-10-23,-0.025704580911263125,0.0010956888909492194
TRAMI,2024-10-24,-0.02668262236210839,0.0013970869885753755
TRAMI,2024-10-25,-0.028239513048642244,0.0016867282573533584
TRAMI,2024-10-26,-0.02610191259659204,0.0019164537288149368
TRAMI,2024-10-27,-0.027177355470502665,0.0020488090246568212
TRAMI,2024-10-28,-0.03352655061245856,0.002067451600601341
TRAMI,2024-10-29,-0.035919880459131394,0.0019828651678328348
KONG-REY,2024-10-23,-0.12901425323914864,0.0019616519382902476
KONG-REY,2024-10-24,-0.13015892699222817,0.002001083182041061
KONG-REY,2024-10-25,-0.12903911513485977,0.0020270861950918533
KONG-REY,2024-10-26,-0.12899194458850666,0.0020428513256883747
KONG-REY,2024-10-27,-0.13036544037379902,0.002051103350812217
KONG-REY,2024-10-28,-0.13272423360640467,0.002055018703121828
KONG-REY,2024-10-29,-0.1350036296735232,0.0020598635025797707
KONG-REY,2024-10-30,-0.13620417187229925,0.002069301469181044
KONG-REY,2024-10-31,-0.13668522629116842,0.0020829728705449857
KONG-REY,2024-11-01,-0.13762530309432217,0.002101619319663418
KONG-REY,2024-11-02,-0.13817784446259515,0.002124174479355313
KONG-REY,2024-11-03,-0.13959151175885023,0.002147412802425533
YINXING,2024-11-02,-0.011021494323329472,0.0018185098188425268
YINXING,2024-11-03,-0.012615223887952939,0.0018616911604738089
YINXING,2024-11-04,-0.013580229062431526,0.0019810651646060104
YINXING,2024-11-05,-0.014601622915200374,0.002154391719959424
YINXING,2024-11-06,-0.012546789769423502,0.0023495919142716023
YINXING,2024-11-07,-0.011609859073052183,0.0025330263316150087
YINXING,2024-11-08,-0.00909435143075336,0.0026829514794248104
YINXING,2024-11-09,-0.010655616510148543,0.0027874122984255737
YINXING,2024-11-10,-0.012761347155403537,0.002846823122804641
YINXING,2024-11-11,-0.013642692180522087,0.0028686647862274737
YINXING,2024-11-12,-0.013252945769568212,0.002858654854028306
YINXING,2024-11-13,-0.010667864920035621,0.0028217637052708904
TORAJI,2024-11-06,-0.05056202292408161,0.0013647272753873664
TORAJI,2024-11-07,-0.05252018652659111,0.001401269597302548
TORAJI,2024-11-08,-0.052003235904241524,0.0013916250785391752
TORAJI,2024-11-09,-0.055040124931464776,0.0013370037961095709
TORAJI,2024-11-10,-0.055060524718625534,0.0012570238544336015
TORAJI,2024-11-11,-0.05495997049598052,0.0011801856391854845
TORAJI,2024-11-12,-0.05537901897390498,0.001130728771766453
TORAJI,2024-11-13,-0.05460355641804045,0.001121499461799666
TORAJI,2024-11-14,-0.05653032245501425,0.001152817222239145
TORAJI,2024-11-15,-0.057034588276903754,0.0012133964827743943
TORAJI,2024-11-16,-0.05621050425104684,0.0012818775909655034
TORAJI,2024-11-17,-0.057684777057985706,0.0013340377280597188
MAN-YI,2024-11-04,-0.07484938142251864,0.0012599914691479935
MAN-YI,2024-11-05,-0.07681824043618087,0.001276806998912144
MAN-YI,2024-11-06,-0.07760547704716605,0.001272346406805339
MAN-YI,2024-11-07,-0.07799355939043648,0.0012395675971345378
MAN-YI,2024-11-08,-0.07660565844406977,0.0011815313294054825
MAN-YI,2024-11-09,-0.07625311570355316,0.0011095894416961098
MAN-YI,2024-11-10,-0.07618026759474883,0.0010412681879332162
MAN-YI,2024-11-11,-0.07523010205754699,0.0009919267539688541
MAN-YI,2024-11-12,-0.07443189938396667,0.000968555140333947
MAN-YI,2024-11-13,-0.07334829818412651,0.0009681822390979327
MAN-YI,2024-11-14,-0.0736175564060073,0.0009828244887705707
MAN-YI,2024-11-15,-0.07438798675254227,0.0010040731660450853
MAN-YI,2024-11-16,-0.07437448605197329,0.0010233812871354082
MAN-YI,2024-11-17,-0.07639308954611394,0.0010330626820762234
MAN-YI,2024-11-18,-0.07864703091193269,0.0010547336241567263
MAN-YI,2024-11-19,-0.08061098654370555,0.0010442369013882943
MAN-YI,2024-11-20,-0.08209805574093025,0.001010812716894812
MAN-YI,2024-11-21,-0.08098027876799431,0.0009465639197847448
MAN-YI,2024-11-22,-0.08190609713834864,0.0008444625445178294
MAN-YI,2024-11-23,-0.08352658500854579,0.0007035395887256334
USAGI,2024-11-07,-0.014557334976181802,0.0002385718723343701
USAGI,2024-11-08,-0.013261236106399689,0.00021489518059265468
USAGI,2024-11-09,-0.01332258299201459,0.0001810101710361156
USAGI,2024-11-10,-0.012344996286284856,0.00014504615622624613
USAGI,2024-11-11,-0.012342209775099632,0.0001180458872307105
USAGI,2024-11-12,-0.0120683158876979,0.00010835027174105124
USAGI,2024-11-13,-0.012253088357832783,0.00011815385822654348
USAGI,2024-11-14,-0.013771230670074146,0.00014326601429774953
USAGI,2024-11-15,-0.014304011789385652,0.00017549726751385294
USAGI,2024-11-16,-0.014034853463188527,0.0002048748580327547
USAGI,2024-11-17,-0.014339822003600072,0.00022177604736740674
USAGI,2024-11-18,-0.013718625419322311,0.00022653258560895482
REMAL,2024-05-20,0.01672908568330284,-0.0006845513203826729
REMAL,2024-05-21,0.028503221398010873,-0.0003331690800190452
REMAL,2024-05-22,0.02729587573140832,0.00022463851057547904
REMAL,2024-05-23,0.024231099968509008,0.0009903835653679344
REMAL,2024-05-24,0.026794874125458962,0.0018891256591835358
REMAL,2024-05-25,0.03831541019276365,0.0027741991383984444
REMAL,2024-05-26,0.044549613261927815,0.0034654726316126175
REMAL,2024-05-27,-0.01751232365959082,0.0038129008318801725
REMAL,2024-05-28,-0.0077487043200529255,0.00375545148174361
REMAL,2024-05-29,-0.003580424213932063,0.003327494921805948
REMAL,2024-05-30,-0.01008692802689566,0.0026733631801879997
REMAL,2024-05-31,-0.008889784964754253,0.0020174696732527878
ASNA,2024-08-24,0.12387242656427826,-0.0009087128078713629
ASNA,2024-08-25,0.13535629593232182,-0.0010445860195687025
ASNA,2024-08-26,0.13226788379772458,-0.0013578698789503774
ASNA,2024-08-27,0.14001454875763483,-0.0017444374066135982
ASNA,2024-08-28,0.16215332563145612,-0.002101546719653832
ASNA,2024-08-29,0.14303416787032733,-0.0023563394817657157
ASNA,2024-08-30,0.12488141191841878,-0.0024826096379707502
ASNA,2024-08-31,0.11251713906563823,-0.00250688756927558
ASNA,2024-09-01,0.11448465021595033,-0.0024912337416176794
ASNA,2024-09-02,0.11155462444668075,-0.0024960378503765014
ASNA,2024-09-03,0.11179274228057653,-0.002559465898753364
ASNA,2024-09-04,0.10094007638683128,-0.002683974316799471
DANA,2024-10-18,0.015607264893285637,-0.00014235205325568228
DANA,2024-10-19,0.01623505774380517,-0.00020126600641665157
DANA,2024-10-20,0.013284422767304904,-0.0002606275942592685
DANA,2024-10-21,0.00572353734625006,-0.0003170028710217067
DANA,2024-10-22,0.010282532245023587,-0.00036482027792214934
DANA,2024-10-23,0.007426973956198426,-0.0003964751970102636
DANA,2024-10-24,-0.0007935505109136839,-0.00040718647736351295
DANA,2024-10-25,-0.0061117902628061134,-0.0004042642892687666
DANA,2024-10-26,-0.0025543546346540953,-0.00039163331220852017
DANA,2024-10-27,-3.996544329937037e-05,-0.00037266375964678164
DANA,2024-10-28,0.00025063439308779524,-0.00035103011174747337
DANA,2024-10-29,0.00021657840689033868,-0.0003321266329351336
FENGAL,2024-11-23,-0.01753700883866682,-0.0002951647445747778
FENGAL,2024-11-24,-0.014083273452087174,-0.0002522889165539375
FENGAL,2024-11-25,-0.01277020449741751,-0.0003181215491819636
FENGAL,2024-11-26,-0.010709390549703657,-0.0005087189583544464
FENGAL,2024-11-27,-0.020791559193713057,-0.0008172011944088941
FENGAL,2024-11-28,-0.023336587959384144,-0.0012072121559131511
FENGAL,2024-11-29,-0.023007827627914302,-0.0016207088009335862
FENGAL,2024-11-30,-0.027154563621925955,-0.0019896068822301046
FENGAL,2024-12-01,-0.025920840647858084,-0.002254703931684137
FENGAL,2024-12-02,-0.021489695034099098,-0.002375748067096971
FENGAL,2024-12-03,-0.02009310406216304,-0.002345820970072544
FENGAL,2024-12-04,-0.019208633146755128,-0.0021975375750460666
ALVARO,2024-01-01,0.1832557036437671,0.0011583743162020324
ALVARO,2024-01-02,0.18151168372997453,0.0012509417955167857
ALVARO,2024-01-03,0.18110463845125604,0.00134609758747926
ALVARO,2024-01-04,0.179049277447267,0.001412123976292281
ALVARO,2024-01-05,0.17678608515288288,0.0014321852958851158
ALVARO,2024-01-06,0.17899168706980384,0.0014045386480459497
ALVARO,2024-01-07,0.1794320103600041,0.0013353660353111313
ALVARO,2024-01-08,0.18138740591920346,0.0012425118414833155
BELAL,2024-01-08,0.04519076090350185,0.0012281517625589364
BELAL,2024-01-09,0.043826287986126464,0.0012249563300349912
BELAL,2024-01-10,0.042729163764935935,0.0012168722793835655
BELAL,2024-01-11,0.0438863859922811,0.0012032567278377727
BELAL,2024-01-12,0.04326319773484421,0.0011850805151531012
BELAL,2024-01-13,0.042189883578431654,0.0011640847009708243
BELAL,2024-01-14,0.04250514596179831,0.0011434814761264068
BELAL,2024-01-15,0.040496790105959385,0.0011257382434069077
BELAL,2024-01-16,0.04185157671559784,0.0011123127407210156
BELAL,2024-01-17,0.0438166541600091,0.0011035759829362923
BELAL,2024-01-18,0.045767995567575624,0.0010982927498434342
BELAL,2024-01-19,0.04373079943641447,0.0010931609817674244
BELAL,2024-01-20,0.039575617547668425,0.0010860619522619316
BELAL,2024-01-21,0.0370047938716897,0.0010767830125063035
BELAL,2024-01-22,0.03643190704301625,0.0010667470608858275
BELAL,2024-01-23,0.03608145557553833,0.0010589320902775956
BELAL,2024-01-24,0.035219156777482344,0.0010554174657658982
BELAL,2024-01-25,0.034476540823541874,0.0010576680658536627
BELAL,2024-01-26,0.034003279254976704,0.001065464765397075
BELAL,2024-01-27,0.033529394833806986,0.0010735852750202992
ANGGREK,2024-01-11,1.430058103324481e-15,5.425042272030489e-17
ANGGREK,2024-01-12,1.4656612096313146e-15,5.2038339975693526e-17
ANGGREK,2024-01-13,1.43599195437562e-15,5.1857021717938496e-17
ANGGREK,2024-01-14,1.4241242522733423e-15,5.076911217140831e-17
ANGGREK,2024-01-15,1.4181904012222033e-15,5.084163947451033e-17
ANGGREK,2024-01-16,1.4834627627847314e-15,5.062405756520429e-17
ANGGREK,2024-01-17,1.43599195437562e-15,4.9173511503164054e-17
ANGGREK,2024-01-18,1.441925805426759e-15,4.8810874987653995e-17
ANGGREK,2024-01-19,1.4656612096313146e-15,4.859329307834796e-17
ANGGREK,2024-01-20,1.4241242522733423e-15,4.772296544112382e-17
ANGGREK,2024-01-21,1.430058103324481e-15,4.678011050079766e-17
ANGGREK,2024-01-22,1.430058103324481e-15,4.707021971320571e-17
ANGGREK,2024-01-23,1.4478596564778979e-15,4.736032892561376e-17
ANGGREK,2024-01-24,1.43599195437562e-15,4.786802004732784e-17
ANGGREK,2024-01-25,1.4241242522733423e-15,4.736032892561376e-17
ANGGREK,2024-01-26,1.43599195437562e-15,4.82306565628379e-17
ANGGREK,2024-01-27,1.441925805426759e-15,4.801307465353186e-17
ANGGREK,2024-01-28,1.43599195437562e-15,4.8484502123694943e-17
ANGGREK,2024-01-29,1.4122565501710643e-15,4.8810874987653995e-17
ANGGREK,2024-01-30,1.4715950606824536e-15,4.891966594230701e-17
ANGGREK,2024-01-31,1.43599195437562e-15,4.910098420006204e-17
ANGGREK,2024-02-01,1.4478596564778979e-15,4.902845689696003e-17
CANDICE,2024-01-20,0.002963907840198232,4.926469128620543e-05
CANDICE,2024-01-21,0.0027769321210476105,4.737115187102656e-05
CANDICE,2024-01-22,0.0027164222315956103,4.49252355438785e-05
CANDICE,2024-01-23,0.0026570042937774175,4.225917426818324e-05
CANDICE,2024-01-24,0.0026956676600224227,3.9344725020839895e-05
CANDICE,2024-01-25,0.0027245193592182007,3.6509343489384185e-05
CANDICE,2024-01-26,0.0027066030299440396,3.4184398218644356e-05
CANDICE,2024-01-27,0.0026757346924468233,3.264625344548562e-05
CANDICE,2024-01-28,0.002687895542903082,3.202842916412005e-05
CANDICE,2024-01-29,0.0027487859230040704,3.225024553807794e-05
CANDICE,2024-01-30,0.002782166510307893,3.28526061926811e-05
CANDICE,2024-01-31,0.0027815846163626945,3.364418577952988e-05
DJOUNGOU,2024-02-11,8.348225250066927e-15,1.0835101461339742e-18
DJOUNGOU,2024-02-12,8.360922170599348e-15,6.191486549336995e-19
DJOUNGOU,2024-02-13,8.348225250066927e-15,7.739358186671243e-19
DJOUNGOU,2024-02-14,8.392664471930402e-15,4.643614912002746e-19
DJOUNGOU,2024-02-15,8.37361909113177e-15,4.643614912002746e-19
DJOUNGOU,2024-02-16,8.364096400732454e-15,1.5478716373342488e-19
DJOUNGOU,2024-02-17,8.354573710333138e-15,6.191486549336995e-19
DJOUNGOU,2024-02-18,8.348225250066927e-15,-1.5478716373342488e-19
DJOUNGOU,2024-02-19,8.329179869268295e-15,3.0957432746684976e-19
DJOUNGOU,2024-02-20,8.360922170599348e-15,-1.5478716373342488e-19
DJOUNGOU,2024-02-21,8.341876789800717e-15,6.191486549336995e-19
DJOUNGOU,2024-02-22,8.354573710333138e-15,0.0
ELEANOR,2024-02-16,0.018274386863755127,0.001197832269619147
ELEANOR,2024-02-17,0.018205145751217896,0.0012165257669497938
ELEANOR,2024-02-18,0.02357647709043807,0.0012406136527272162
ELEANOR,2024-02-19,0.025101631117982828,0.0012720722740417886
ELEANOR,2024-02-20,0.030137385978285094,0.0013086069161963654
ELEANOR,2024-02-21,0.03043293488070901,0.001346427644718459
ELEANOR,2024-02-22,0.029742551465247204,0.0013772002733108198
ELEANOR,2024-02-23,0.025517372270722056,0.0013896412287505255
ELEANOR,2024-02-24,0.024781124995316907,0.0013729280558765935
ELEANOR,2024-02-25,0.020151617855307197,0.0013241783674245796
ELEANOR,2024-02-26,0.017225529147245105,0.0012465353852232296
ELEANOR,2024-02-27,0.01931859491315103,0.001148761126438599
FILIPO,2024-02-28,0.18791548399677002,0.0017963348746580063
FILIPO,2024-02-29,0.18863790092804938,0.001767462489608168
FILIPO,2024-03-01,0.19353438565701642,0.0017313094417381882
FILIPO,2024-03-02,0.19913841209003855,0.0016734817617380115
FILIPO,2024-03-03,0.19917065728582814,0.0015871914751966767
FILIPO,2024-03-04,0.1984516173857091,0.0014776382936163353
FILIPO,2024-03-05,0.19560670039152842,0.0013591163592304707
FILIPO,2024-03-06,0.19763544541351005,0.0012446191466928878
FILIPO,2024-03-07,0.19683098842938448,0.0011450070163553593
FILIPO,2024-03-08,0.19831019797882268,0.0010680772802797813
FILIPO,2024-03-09,0.1917885398564173,0.0010215678558135987
FILIPO,2024-03-10,0.17935048034875434,0.0010123230050539743
FILIPO,2024-03-11,0.1803646705223667,0.0010402664006016837
FILIPO,2024-03-12,0.1824981765922178,0.0010996227885372528
FILIPO,2024-03-13,0.1885351001701296,0.0011805070146962086
FILIPO,2024-03-14,0.1916314539625413,0.0012718526374436356
FILIPO,2024-03-15,0.19875113643192296,0.0013654881520626559
FILIPO,2024-03-16,0.20216494841647795,0.0014557846718729896
FILIPO,2024-03-17,0.20265254700577298,0.0015382316754427084
FILIPO,2024-03-18,0.1984800445572609,0.0016072481993605232
NEVILLE,2024-03-07,0.030303671682969192,-0.0004886137667144401
NEVILLE,2024-03-08,0.03170789177991509,-0.0003719358811504875
NEVILLE,2024-03-09,0.027716559915371072,-0.00023874226615441924
